REF_DATE,Origin,DGUID,Destination,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1993/1994,"Quebec, province of origin",2016A000224,"Prince Edward Island, province of destination",Persons,249,units ,0,v466608,5.2,131,,,,0
1993/1994,"Quebec, province of origin",2016A000224,"Nova Scotia, province of destination",Persons,249,units ,0,v466609,5.3,994,,,,0
1993/1994,"Quebec, province of origin",2016A000224,"New Brunswick, province of destination",Persons,249,units ,0,v466610,5.4,1914,,,,0
1993/1994,"Quebec, province of origin",2016A000224,"Ontario, province of destination",Persons,249,units ,0,v466611,5.6,21035,,,,0
1993/1994,"Quebec, province of origin",2016A000224,"Manitoba, province of destination",Persons,249,units ,0,v466612,5.7,522,,,,0
1993/1994,"Quebec, province of origin",2016A000224,"Saskatchewan, province of destination",Persons,249,units ,0,v466613,5.8,258,,,,0
1993/1994,"Quebec, province of origin",2016A000224,"Alberta, province of destination",Persons,249,units ,0,v466614,5.9,1897,,,,0
1993/1994,"Quebec, province of origin",2016A000224,"British Columbia, province of destination",Persons,249,units ,0,v466615,5.1,5297,,,,0
1993/1994,"Quebec, province of origin",2016A000224,"Yukon, province of destination",Persons,249,units ,0,v466604,5.11,51,,,,0
1993/1994,"Quebec, province of origin",2016A000224,"Northwest Territories, province of destination",Persons,249,units ,0,v466606,5.16,36,,,,0
1993/1994,"Quebec, province of origin",2016A000224,"Nunavut, province of destination",Persons,249,units ,0,v466607,5.17,87,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466616,6.1,3096,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"Prince Edward Island, province of destination",Persons,249,units ,0,v466621,6.2,877,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"Nova Scotia, province of destination",Persons,249,units ,0,v466622,6.3,5746,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"New Brunswick, province of destination",Persons,249,units ,0,v466623,6.4,3475,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"Quebec, province of destination",Persons,249,units ,0,v466624,6.5,15826,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"Manitoba, province of destination",Persons,249,units ,0,v466625,6.7,4618,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"Saskatchewan, province of destination",Persons,249,units ,0,v466626,6.8,2384,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"Alberta, province of destination",Persons,249,units ,0,v466627,6.9,11928,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"British Columbia, province of destination",Persons,249,units ,0,v466628,6.1,25343,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"Yukon, province of destination",Persons,249,units ,0,v466617,6.11,164,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"Northwest Territories, province of destination",Persons,249,units ,0,v466619,6.16,383,,,,0
1993/1994,"Ontario, province of origin",2016A000235,"Nunavut, province of destination",Persons,249,units ,0,v466620,6.17,205,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466629,7.1,159,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"Prince Edward Island, province of destination",Persons,249,units ,0,v466634,7.2,36,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"Nova Scotia, province of destination",Persons,249,units ,0,v466635,7.3,424,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"New Brunswick, province of destination",Persons,249,units ,0,v466636,7.4,341,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"Quebec, province of destination",Persons,249,units ,0,v466637,7.5,579,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"Ontario, province of destination",Persons,249,units ,0,v466638,7.6,4944,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"Saskatchewan, province of destination",Persons,249,units ,0,v466639,7.8,2583,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"Alberta, province of destination",Persons,249,units ,0,v466640,7.9,4612,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"British Columbia, province of destination",Persons,249,units ,0,v466641,7.1,5910,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"Yukon, province of destination",Persons,249,units ,0,v466630,7.11,51,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"Northwest Territories, province of destination",Persons,249,units ,0,v466632,7.16,140,,,,0
1993/1994,"Manitoba, province of origin",2016A000246,"Nunavut, province of destination",Persons,249,units ,0,v466633,7.17,88,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466642,8.1,87,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"Prince Edward Island, province of destination",Persons,249,units ,0,v466647,8.2,47,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"Nova Scotia, province of destination",Persons,249,units ,0,v466648,8.3,261,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"New Brunswick, province of destination",Persons,249,units ,0,v466649,8.4,101,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"Quebec, province of destination",Persons,249,units ,0,v466650,8.5,336,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"Ontario, province of destination",Persons,249,units ,0,v466651,8.6,2151,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"Manitoba, province of destination",Persons,249,units ,0,v466652,8.7,2556,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"Alberta, province of destination",Persons,249,units ,0,v466653,8.9,10900,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"British Columbia, province of destination",Persons,249,units ,0,v466654,8.1,5455,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"Yukon, province of destination",Persons,249,units ,0,v466643,8.11,93,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"Northwest Territories, province of destination",Persons,249,units ,0,v466645,8.16,201,,,,0
1993/1994,"Saskatchewan, province of origin",2016A000247,"Nunavut, province of destination",Persons,249,units ,0,v466646,8.17,71,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466655,9.1,722,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"Prince Edward Island, province of destination",Persons,249,units ,0,v466660,9.2,175,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"Nova Scotia, province of destination",Persons,249,units ,0,v466661,9.3,1325,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"New Brunswick, province of destination",Persons,249,units ,0,v466662,9.4,743,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"Quebec, province of destination",Persons,249,units ,0,v466663,9.5,1529,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"Ontario, province of destination",Persons,249,units ,0,v466664,9.6,9706,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"Manitoba, province of destination",Persons,249,units ,0,v466665,9.7,3474,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"Saskatchewan, province of destination",Persons,249,units ,0,v466666,9.8,7772,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"British Columbia, province of destination",Persons,249,units ,0,v466667,9.1,26524,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"Yukon, province of destination",Persons,249,units ,0,v466656,9.11,353,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"Northwest Territories, province of destination",Persons,249,units ,0,v466658,9.16,986,,,,0
1993/1994,"Alberta, province of origin",2016A000248,"Nunavut, province of destination",Persons,249,units ,0,v466659,9.17,84,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466459,10.1,407,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Prince Edward Island, province of destination",Persons,249,units ,0,v466464,10.2,139,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Nova Scotia, province of destination",Persons,249,units ,0,v466465,10.3,1469,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"New Brunswick, province of destination",Persons,249,units ,0,v466466,10.4,666,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Quebec, province of destination",Persons,249,units ,0,v466467,10.5,2047,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Ontario, province of destination",Persons,249,units ,0,v466468,10.6,10886,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Manitoba, province of destination",Persons,249,units ,0,v466469,10.7,2769,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Saskatchewan, province of destination",Persons,249,units ,0,v466470,10.8,2956,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Alberta, province of destination",Persons,249,units ,0,v466471,10.9,16303,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Yukon, province of destination",Persons,249,units ,0,v466460,10.11,658,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Northwest Territories, province of destination",Persons,249,units ,0,v466462,10.16,314,,,,0
1993/1994,"British Columbia, province of origin",2016A000259,"Nunavut, province of destination",Persons,249,units ,0,v466463,10.17,64,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466472,11.1,61,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"Prince Edward Island, province of destination",Persons,249,units ,0,v466477,11.2,5,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"Nova Scotia, province of destination",Persons,249,units ,0,v466478,11.3,47,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"New Brunswick, province of destination",Persons,249,units ,0,v466479,11.4,22,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"Quebec, province of destination",Persons,249,units ,0,v466480,11.5,28,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"Ontario, province of destination",Persons,249,units ,0,v466481,11.6,158,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"Manitoba, province of destination",Persons,249,units ,0,v466482,11.7,77,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"Saskatchewan, province of destination",Persons,249,units ,0,v466483,11.8,119,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"Alberta, province of destination",Persons,249,units ,0,v466484,11.9,610,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"British Columbia, province of destination",Persons,249,units ,0,v466473,11.1,1436,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"Northwest Territories, province of destination",Persons,249,units ,0,v466475,11.16,83,,,,0
1993/1994,"Yukon, province of origin",2016A000260,"Nunavut, province of destination",Persons,249,units ,0,v466476,11.17,6,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466540,16.1,64,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"Prince Edward Island, province of destination",Persons,249,units ,0,v466544,16.2,8,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"Nova Scotia, province of destination",Persons,249,units ,0,v466545,16.3,66,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"New Brunswick, province of destination",Persons,249,units ,0,v466546,16.4,61,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"Quebec, province of destination",Persons,249,units ,0,v466547,16.5,60,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"Ontario, province of destination",Persons,249,units ,0,v466548,16.6,279,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"Manitoba, province of destination",Persons,249,units ,0,v466549,16.7,134,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"Saskatchewan, province of destination",Persons,249,units ,0,v466550,16.8,202,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"Alberta, province of destination",Persons,249,units ,0,v466551,16.9,1034,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"British Columbia, province of destination",Persons,249,units ,0,v466541,16.1,537,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"Yukon, province of destination",Persons,249,units ,0,v466542,16.11,103,,,,0
1993/1994,"Northwest Territories, province of origin",2016A000261,"Nunavut, province of destination",Persons,249,units ,0,v466543,16.17,216,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466552,17.1,41,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"Prince Edward Island, province of destination",Persons,249,units ,0,v466556,17.2,10,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"Nova Scotia, province of destination",Persons,249,units ,0,v466557,17.3,69,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"New Brunswick, province of destination",Persons,249,units ,0,v466558,17.4,35,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"Quebec, province of destination",Persons,249,units ,0,v466559,17.5,122,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"Ontario, province of destination",Persons,249,units ,0,v466560,17.6,161,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"Manitoba, province of destination",Persons,249,units ,0,v466561,17.7,113,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"Saskatchewan, province of destination",Persons,249,units ,0,v466562,17.8,41,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"Alberta, province of destination",Persons,249,units ,0,v466563,17.9,111,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"British Columbia, province of destination",Persons,249,units ,0,v466553,17.1,80,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"Yukon, province of destination",Persons,249,units ,0,v466554,17.11,8,,,,0
1993/1994,"Nunavut, province of origin",2016A000262,"Northwest Territories, province of destination",Persons,249,units ,0,v466555,17.16,267,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"Prince Edward Island, province of destination",Persons,249,units ,0,v466446,1.2,217,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"Nova Scotia, province of destination",Persons,249,units ,0,v466451,1.3,1879,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"New Brunswick, province of destination",Persons,249,units ,0,v466452,1.4,628,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"Quebec, province of destination",Persons,249,units ,0,v466453,1.5,246,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"Ontario, province of destination",Persons,249,units ,0,v466454,1.6,5745,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"Manitoba, province of destination",Persons,249,units ,0,v466455,1.7,273,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"Saskatchewan, province of destination",Persons,249,units ,0,v466456,1.8,99,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"Alberta, province of destination",Persons,249,units ,0,v466457,1.9,1968,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"British Columbia, province of destination",Persons,249,units ,0,v466458,1.1,1984,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"Yukon, province of destination",Persons,249,units ,0,v466447,1.11,59,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"Northwest Territories, province of destination",Persons,249,units ,0,v466449,1.16,209,,,,0
1994/1995,"Newfoundland and Labrador, province of origin",2016A000210,"Nunavut, province of destination",Persons,249,units ,0,v466450,1.17,73,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466564,2.1,80,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"Nova Scotia, province of destination",Persons,249,units ,0,v466569,2.3,517,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"New Brunswick, province of destination",Persons,249,units ,0,v466570,2.4,353,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"Quebec, province of destination",Persons,249,units ,0,v466571,2.5,66,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"Ontario, province of destination",Persons,249,units ,0,v466572,2.6,627,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"Manitoba, province of destination",Persons,249,units ,0,v466573,2.7,36,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"Saskatchewan, province of destination",Persons,249,units ,0,v466574,2.8,34,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"Alberta, province of destination",Persons,249,units ,0,v466575,2.9,228,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"British Columbia, province of destination",Persons,249,units ,0,v466576,2.1,207,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"Yukon, province of destination",Persons,249,units ,0,v466565,2.11,3,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"Northwest Territories, province of destination",Persons,249,units ,0,v466567,2.16,12,,,,0
1994/1995,"Prince Edward Island, province of origin",2016A000211,"Nunavut, province of destination",Persons,249,units ,0,v466568,2.17,2,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466577,3.1,1259,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"Prince Edward Island, province of destination",Persons,249,units ,0,v466582,3.2,643,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"New Brunswick, province of destination",Persons,249,units ,0,v466583,3.4,2512,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"Quebec, province of destination",Persons,249,units ,0,v466584,3.5,984,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"Ontario, province of destination",Persons,249,units ,0,v466585,3.6,6445,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"Manitoba, province of destination",Persons,249,units ,0,v466586,3.7,560,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"Saskatchewan, province of destination",Persons,249,units ,0,v466587,3.8,280,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"Alberta, province of destination",Persons,249,units ,0,v466588,3.9,2175,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"British Columbia, province of destination",Persons,249,units ,0,v466589,3.1,2965,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"Yukon, province of destination",Persons,249,units ,0,v466578,3.11,56,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"Northwest Territories, province of destination",Persons,249,units ,0,v466580,3.16,85,,,,0
1994/1995,"Nova Scotia, province of origin",2016A000212,"Nunavut, province of destination",Persons,249,units ,0,v466581,3.17,76,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466590,4.1,381,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Prince Edward Island, province of destination",Persons,249,units ,0,v466595,4.2,391,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Nova Scotia, province of destination",Persons,249,units ,0,v466596,4.3,2284,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Quebec, province of destination",Persons,249,units ,0,v466597,4.5,2007,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Ontario, province of destination",Persons,249,units ,0,v466598,4.6,3674,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Manitoba, province of destination",Persons,249,units ,0,v466599,4.7,322,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Saskatchewan, province of destination",Persons,249,units ,0,v466600,4.8,141,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Alberta, province of destination",Persons,249,units ,0,v466601,4.9,1191,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"British Columbia, province of destination",Persons,249,units ,0,v466602,4.1,1173,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Yukon, province of destination",Persons,249,units ,0,v466591,4.11,18,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Northwest Territories, province of destination",Persons,249,units ,0,v466593,4.16,58,,,,0
1994/1995,"New Brunswick, province of origin",2016A000213,"Nunavut, province of destination",Persons,249,units ,0,v466594,4.17,26,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466603,5.1,305,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"Prince Edward Island, province of destination",Persons,249,units ,0,v466608,5.2,101,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"Nova Scotia, province of destination",Persons,249,units ,0,v466609,5.3,1007,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"New Brunswick, province of destination",Persons,249,units ,0,v466610,5.4,1878,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"Ontario, province of destination",Persons,249,units ,0,v466611,5.6,20663,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"Manitoba, province of destination",Persons,249,units ,0,v466612,5.7,605,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"Saskatchewan, province of destination",Persons,249,units ,0,v466613,5.8,312,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"Alberta, province of destination",Persons,249,units ,0,v466614,5.9,1788,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"British Columbia, province of destination",Persons,249,units ,0,v466615,5.1,5168,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"Yukon, province of destination",Persons,249,units ,0,v466604,5.11,39,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"Northwest Territories, province of destination",Persons,249,units ,0,v466606,5.16,38,,,,0
1994/1995,"Quebec, province of origin",2016A000224,"Nunavut, province of destination",Persons,249,units ,0,v466607,5.17,99,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466616,6.1,2880,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"Prince Edward Island, province of destination",Persons,249,units ,0,v466621,6.2,766,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"Nova Scotia, province of destination",Persons,249,units ,0,v466622,6.3,5756,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"New Brunswick, province of destination",Persons,249,units ,0,v466623,6.4,3494,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"Quebec, province of destination",Persons,249,units ,0,v466624,6.5,15036,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"Manitoba, province of destination",Persons,249,units ,0,v466625,6.7,4702,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"Saskatchewan, province of destination",Persons,249,units ,0,v466626,6.8,1958,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"Alberta, province of destination",Persons,249,units ,0,v466627,6.9,10952,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"British Columbia, province of destination",Persons,249,units ,0,v466628,6.1,23530,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"Yukon, province of destination",Persons,249,units ,0,v466617,6.11,217,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"Northwest Territories, province of destination",Persons,249,units ,0,v466619,6.16,318,,,,0
1994/1995,"Ontario, province of origin",2016A000235,"Nunavut, province of destination",Persons,249,units ,0,v466620,6.17,134,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466629,7.1,120,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"Prince Edward Island, province of destination",Persons,249,units ,0,v466634,7.2,25,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"Nova Scotia, province of destination",Persons,249,units ,0,v466635,7.3,456,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"New Brunswick, province of destination",Persons,249,units ,0,v466636,7.4,283,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"Quebec, province of destination",Persons,249,units ,0,v466637,7.5,581,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"Ontario, province of destination",Persons,249,units ,0,v466638,7.6,4980,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"Saskatchewan, province of destination",Persons,249,units ,0,v466639,7.8,2483,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"Alberta, province of destination",Persons,249,units ,0,v466640,7.9,4757,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"British Columbia, province of destination",Persons,249,units ,0,v466641,7.1,5191,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"Yukon, province of destination",Persons,249,units ,0,v466630,7.11,41,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"Northwest Territories, province of destination",Persons,249,units ,0,v466632,7.16,129,,,,0
1994/1995,"Manitoba, province of origin",2016A000246,"Nunavut, province of destination",Persons,249,units ,0,v466633,7.17,64,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466642,8.1,82,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"Prince Edward Island, province of destination",Persons,249,units ,0,v466647,8.2,50,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"Nova Scotia, province of destination",Persons,249,units ,0,v466648,8.3,246,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"New Brunswick, province of destination",Persons,249,units ,0,v466649,8.4,162,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"Quebec, province of destination",Persons,249,units ,0,v466650,8.5,282,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"Ontario, province of destination",Persons,249,units ,0,v466651,8.6,2289,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"Manitoba, province of destination",Persons,249,units ,0,v466652,8.7,2598,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"Alberta, province of destination",Persons,249,units ,0,v466653,8.9,9871,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"British Columbia, province of destination",Persons,249,units ,0,v466654,8.1,4530,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"Yukon, province of destination",Persons,249,units ,0,v466643,8.11,102,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"Northwest Territories, province of destination",Persons,249,units ,0,v466645,8.16,212,,,,0
1994/1995,"Saskatchewan, province of origin",2016A000247,"Nunavut, province of destination",Persons,249,units ,0,v466646,8.17,42,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466655,9.1,699,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"Prince Edward Island, province of destination",Persons,249,units ,0,v466660,9.2,168,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"Nova Scotia, province of destination",Persons,249,units ,0,v466661,9.3,1495,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"New Brunswick, province of destination",Persons,249,units ,0,v466662,9.4,823,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"Quebec, province of destination",Persons,249,units ,0,v466663,9.5,1545,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"Ontario, province of destination",Persons,249,units ,0,v466664,9.6,9779,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"Manitoba, province of destination",Persons,249,units ,0,v466665,9.7,3543,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"Saskatchewan, province of destination",Persons,249,units ,0,v466666,9.8,7722,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"British Columbia, province of destination",Persons,249,units ,0,v466667,9.1,24461,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"Yukon, province of destination",Persons,249,units ,0,v466656,9.11,503,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"Northwest Territories, province of destination",Persons,249,units ,0,v466658,9.16,976,,,,0
1994/1995,"Alberta, province of origin",2016A000248,"Nunavut, province of destination",Persons,249,units ,0,v466659,9.17,89,,,,0
1994/1995,"British Columbia, province of origin",2016A000259,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466459,10.1,462,,,,0
1994/1995,"British Columbia, province of origin",2016A000259,"Prince Edward Island, province of destination",Persons,249,units ,0,v466464,10.2,148,,,,0
